,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,TotalSF,SaleCondition,SalePrice
16,1192,160,2,24.0,2645,0,2,0,0,0,0,0,9,0,0,4,0,8,5,1999,2000,0,0,5,5,0,456.0,1,0,1,1,0,0,2,0,0,0,776,0,2,0,0,0,1441,0,0,2,1,2,1,2,5,0,0,2,1,1999.0,0,2,492,0,0,0,206,0,0,0,0,0,0,0,0,0,11,2007,0,2217,0,174000
17,1307,120,0,48.0,6955,0,0,1,0,0,0,0,8,0,0,2,2,7,5,2005,2006,0,0,2,2,2,94.0,1,0,1,1,0,0,2,0,0,0,1368,0,2,0,0,0,1368,0,0,2,0,2,1,2,6,0,1,3,0,2005.0,2,2,474,0,0,0,132,35,0,0,0,0,0,0,0,0,9,2006,1,2736,1,202500
18,1118,20,0,57.0,9764,0,0,1,0,0,3,0,10,3,0,0,2,5,7,1967,2003,0,0,2,2,1,0.0,0,0,0,0,0,0,0,702,0,0,192,0,2,0,0,0,894,1,0,1,0,3,1,2,5,0,0,2,0,1967.0,2,2,450,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2008,0,1788,0,130000
19,809,80,0,85.0,13400,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1966,1966,0,0,2,2,0,1047.0,0,0,0,0,0,3,5,516,4,128,380,0,0,0,0,0,1086,1,0,1,0,3,1,0,6,0,1,3,0,1966.0,2,2,484,0,0,0,0,0,0,0,0,0,0,3,0,0,6,2006,0,2110,0,159950
20,879,85,0,88.0,11782,0,0,1,0,0,0,0,10,0,0,0,3,5,7,1961,1995,0,0,0,0,1,0.0,0,0,0,0,0,3,5,899,0,0,210,0,0,0,0,0,1155,1,0,1,0,3,1,2,6,1,0,2,1,1987.0,0,2,576,0,0,0,192,0,0,0,0,0,0,1,1,400,6,2010,0,2264,0,148000
21,1011,50,0,115.0,21286,0,0,0,0,0,0,0,10,0,0,0,4,5,5,1948,1950,0,0,4,1,1,0.0,0,0,0,0,0,0,2,0,0,0,720,0,0,0,0,0,1271,0,0,2,0,4,1,0,7,0,1,3,0,1948.0,0,1,312,0,0,0,0,0,108,0,0,0,0,0,0,0,8,2008,0,1991,0,135000
22,1014,30,1,60.0,7200,0,0,0,0,0,0,0,11,0,0,0,2,5,4,1910,2006,1,0,5,6,1,0.0,0,0,2,0,0,0,5,247,5,465,310,1,0,1,0,0,1022,1,0,1,0,2,1,0,4,2,0,2,1,1956.0,0,1,280,0,0,0,0,30,226,0,0,0,0,0,0,0,6,2009,0,2044,0,85000
23,423,20,0,100.0,21750,0,0,0,1,0,0,1,12,2,0,0,2,5,5,1954,1954,1,0,0,0,1,0.0,0,0,0,0,0,0,2,0,0,0,988,0,2,0,2,0,988,0,0,1,0,2,1,0,4,0,0,2,0,1954.0,2,2,520,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2008,0,1976,0,113000
24,1159,20,0,92.0,11932,0,0,0,0,0,3,0,9,3,0,0,2,8,5,2007,2008,0,0,2,2,2,186.0,1,0,1,1,0,0,2,0,0,0,1580,0,2,0,0,0,1580,0,0,2,0,3,1,2,7,0,0,2,0,2008.0,2,3,830,0,0,0,0,24,0,0,0,0,0,0,0,0,6,2008,3,3160,1,235128
25,1395,120,0,53.0,4045,0,0,0,0,0,0,0,13,0,0,2,2,7,5,2006,2006,1,0,2,2,0,45.0,1,0,1,1,0,3,1,1070,0,0,286,0,2,0,0,0,1500,1,0,2,0,2,1,2,6,0,1,3,0,2006.0,1,3,648,0,0,0,161,20,0,0,0,0,0,0,0,0,10,2006,1,2856,1,246578
26,1314,60,0,108.0,14774,0,0,1,0,0,2,0,3,0,0,0,0,9,5,1999,1999,0,0,2,2,0,165.0,1,0,1,1,0,0,2,0,0,0,1393,0,2,0,0,0,2599,0,0,2,1,4,1,2,10,0,1,1,3,1999.0,1,3,779,0,0,0,668,30,0,0,0,0,0,0,0,0,5,2010,0,3992,0,333168
27,1345,60,0,85.0,11103,0,0,1,0,0,2,0,1,0,0,0,0,7,5,2006,2006,0,0,2,2,1,0.0,1,0,1,1,0,0,2,0,0,0,728,0,2,0,0,0,1456,0,0,2,1,3,1,2,8,0,1,1,0,2006.0,1,2,440,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2007,1,2184,1,155835
28,351,120,0,68.0,7820,0,0,1,0,0,0,0,8,0,0,2,2,9,5,2007,2007,1,0,5,5,0,362.0,2,0,1,3,0,0,2,0,0,0,1869,0,2,0,0,0,1869,0,0,2,0,2,1,1,6,0,1,3,0,2007.0,2,2,617,0,0,0,210,54,0,0,0,0,0,0,0,0,12,2007,1,3738,1,318061
29,635,90,0,64.0,6979,0,0,0,0,0,0,0,11,0,0,1,3,6,5,1980,1980,0,0,1,4,1,0.0,0,0,0,0,0,0,1,1056,0,0,0,0,1,0,0,0,1056,2,0,0,0,0,2,0,4,0,0,2,1,1980.0,0,2,576,0,0,0,264,56,0,0,0,0,0,2,1,600,6,2010,0,2112,0,144000
30,1206,20,0,90.0,14684,0,0,1,0,0,1,0,7,0,0,0,2,7,7,1990,1991,1,0,0,0,0,234.0,1,0,0,1,0,4,5,485,4,177,1496,0,1,0,0,0,2196,0,0,2,0,3,1,2,7,0,1,1,0,1990.0,2,3,701,0,0,0,84,70,0,0,0,0,0,0,0,0,6,2009,0,4354,0,271900
31,486,20,0,80.0,9600,0,0,0,0,0,0,0,0,0,0,0,2,5,7,1950,2007,0,0,5,5,1,0.0,1,0,0,0,0,0,5,607,0,0,506,0,1,0,0,0,1113,0,0,1,0,3,1,2,5,0,1,3,0,1950.0,0,1,264,0,0,0,0,80,120,0,0,0,0,0,0,0,7,2009,0,2226,0,147000
32,525,60,0,95.0,11787,0,0,1,0,0,0,0,3,0,0,0,0,7,5,1996,1997,0,0,2,2,0,594.0,1,0,1,1,0,0,1,719,0,0,660,0,2,0,0,0,2398,1,0,2,1,3,1,2,8,0,1,1,0,1996.0,1,3,834,0,0,0,239,60,0,0,0,0,0,0,0,0,8,2007,0,3777,0,315750
33,588,85,0,74.0,8740,0,0,1,0,0,0,0,10,0,0,0,3,5,6,1982,1982,1,0,0,0,1,0.0,0,0,0,0,0,3,5,672,0,0,168,0,0,0,0,0,860,1,0,1,0,2,1,0,4,0,0,2,1,1996.0,0,2,528,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2009,0,1700,0,137000
34,1121,30,1,59.0,8263,0,0,0,2,0,0,1,14,0,0,0,2,6,5,1920,1950,0,0,6,7,1,0.0,0,0,2,0,0,0,2,0,0,0,1012,0,0,0,2,0,1012,0,0,1,0,2,1,0,6,0,1,3,1,1920.0,0,1,308,0,0,0,0,22,112,0,0,0,0,1,0,0,5,2007,0,2024,0,118400
35,191,70,0,70.0,10570,0,0,0,2,0,0,1,15,0,0,0,0,8,8,1932,1994,1,0,6,7,1,0.0,1,0,0,1,2,0,4,297,0,0,556,0,0,0,0,0,2727,0,0,2,1,3,1,2,10,3,2,1,1,1932.0,0,2,440,0,0,0,0,74,0,0,0,0,0,0,0,0,12,2007,0,3580,0,315000
36,1274,80,0,124.0,11512,0,0,1,0,0,2,0,5,0,0,0,1,6,7,1959,2006,0,0,1,4,0,84.0,0,0,0,0,0,3,5,719,0,0,300,0,1,0,0,0,1357,1,0,1,0,2,1,1,5,0,1,3,2,1959.0,2,1,312,0,0,0,0,0,0,0,163,0,0,2,0,0,5,2008,0,2376,0,177000
37,1359,160,2,69.45,2117,0,0,0,0,0,0,0,9,0,0,4,0,6,5,2000,2000,0,0,5,5,0,216.0,1,0,1,1,0,0,1,378,0,0,378,0,2,0,0,0,1573,0,0,2,1,3,1,2,5,0,0,2,1,2000.0,0,2,440,0,0,0,0,32,0,0,0,0,0,0,0,0,6,2010,0,2329,0,177500
38,1429,30,1,60.0,7200,0,0,0,0,0,2,0,11,0,0,0,2,5,7,1940,1992,0,0,5,5,2,294.0,0,1,0,0,0,0,0,510,0,0,278,0,0,0,0,0,804,1,0,1,0,2,1,2,4,0,2,3,0,1940.0,0,1,240,0,0,0,0,0,154,0,0,0,0,1,0,0,2,2010,0,1592,3,119000
39,79,90,0,72.0,10778,0,0,0,0,0,0,0,10,0,0,1,2,4,5,1968,1968,1,0,0,0,1,0.0,0,0,0,0,0,0,2,0,0,0,1768,0,0,1,0,0,1768,0,0,2,0,4,2,0,8,0,0,2,4,1968.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2010,0,3536,0,136500
40,627,20,0,69.45,12342,0,0,1,0,0,0,0,0,0,0,0,2,5,5,1960,1978,1,0,4,1,1,0.0,0,0,0,0,0,0,2,0,0,0,978,0,0,0,0,0,1422,0,0,1,0,3,1,0,6,4,1,1,0,1960.0,2,1,286,0,0,0,0,0,36,0,0,0,0,3,1,600,8,2007,0,2400,0,139900
41,1140,30,0,98.0,8731,0,0,1,0,0,0,0,4,0,0,0,2,5,5,1920,1950,0,0,3,6,1,0.0,0,2,2,0,0,0,0,645,0,0,270,0,0,0,0,0,1167,0,0,1,0,3,1,0,6,3,1,3,1,1972.0,0,2,495,0,0,0,0,0,216,0,126,0,0,0,0,0,5,2007,0,2082,0,144000
42,1082,20,0,75.0,7500,0,0,0,0,0,2,0,10,3,0,0,2,5,5,1963,1963,0,0,0,0,1,0.0,0,0,0,0,0,0,5,824,0,0,216,0,3,0,0,0,1040,1,0,1,1,3,1,0,5,0,0,2,0,1963.0,1,1,308,0,0,0,0,0,220,0,0,0,0,1,0,0,6,2010,0,2080,0,133000
43,413,20,2,69.45,4403,0,0,2,0,0,0,0,9,0,0,0,2,7,5,2009,2009,0,0,5,5,2,432.0,2,0,1,3,0,3,1,578,0,0,892,0,2,0,0,0,1478,1,0,2,1,2,1,2,7,0,1,3,0,2009.0,1,2,484,0,0,0,0,144,0,0,0,0,0,0,0,0,6,2010,1,2948,1,222000
44,467,20,0,85.0,10628,0,0,0,0,0,0,0,0,0,0,0,2,7,5,1970,1970,2,1,1,4,1,0.0,0,1,0,0,2,1,1,778,0,0,499,0,0,0,0,0,1277,1,0,1,0,2,1,0,5,0,1,4,0,1970.0,0,2,526,0,0,0,0,0,0,0,176,0,0,3,0,0,4,2007,0,2554,0,167000
45,231,20,0,73.0,8760,0,0,0,0,0,0,0,0,0,0,0,2,6,6,1959,1959,1,0,5,5,0,220.0,0,0,0,0,0,0,2,0,0,0,1194,0,0,0,0,0,1194,1,0,1,0,3,1,0,6,0,0,2,0,1959.0,2,1,312,0,0,0,0,0,120,0,0,0,0,0,0,0,4,2010,0,2388,0,148000
46,633,20,0,85.0,11900,0,0,0,0,0,0,0,16,0,0,0,2,7,5,1977,1977,1,0,1,4,0,209.0,0,1,0,0,0,0,5,822,0,0,564,0,0,0,0,0,1411,0,0,2,0,3,1,0,6,0,1,1,0,1977.0,1,2,544,0,0,0,192,0,0,0,0,0,0,0,0,0,4,2009,0,2797,2,82500
47,1358,20,0,69.45,12537,0,0,1,0,0,1,0,0,0,0,0,2,5,6,1971,2008,0,0,2,2,1,0.0,0,0,0,0,0,0,1,734,0,0,344,0,2,0,0,0,1078,1,0,1,1,3,1,0,6,0,1,0,0,1971.0,1,2,500,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2010,0,2156,0,149900
48,1124,20,0,50.0,9405,0,0,0,0,0,0,0,5,0,0,0,2,5,9,1947,2008,1,0,2,2,1,0.0,0,3,0,0,0,0,2,0,0,0,698,0,2,0,0,0,698,0,1,1,0,2,1,0,4,0,0,2,4,1947.0,3,0,0,1,0,0,0,200,0,0,0,0,0,0,0,0,6,2009,0,1396,0,118000
49,199,75,1,92.0,5520,0,0,0,0,0,2,0,11,0,0,0,5,6,6,1912,1950,0,0,4,1,1,0.0,0,0,0,0,0,0,2,0,0,0,755,0,2,0,0,371,2229,0,0,1,0,5,1,0,8,0,0,2,4,1912.0,3,0,0,1,0,0,0,198,30,0,0,0,0,1,0,0,7,2009,0,2613,3,104000
50,114,20,0,69.45,21000,0,0,0,2,0,2,0,15,0,0,0,2,6,5,1953,1953,1,0,4,1,0,184.0,0,1,0,1,0,4,5,35,5,869,905,0,0,0,0,0,2259,1,0,2,0,3,1,2,7,0,2,3,2,1953.0,0,2,450,0,0,0,166,120,192,0,0,0,0,1,0,0,10,2007,4,4068,3,217000
51,740,60,0,65.0,9313,0,0,1,0,0,0,0,1,0,0,0,0,7,5,2004,2004,0,0,2,2,1,0.0,1,0,1,1,0,0,2,0,0,0,864,0,2,0,0,0,1728,0,0,2,1,3,1,2,7,0,0,2,0,2004.0,2,2,572,0,0,0,187,56,0,0,0,0,0,0,0,0,4,2009,0,2592,0,190000
52,536,190,0,70.0,7000,0,0,0,0,0,0,0,5,0,0,3,0,5,7,1910,1991,0,0,5,5,1,0.0,0,0,0,1,0,1,1,969,0,0,148,0,0,0,0,0,1347,1,0,1,0,3,1,0,5,0,0,2,4,1910.0,3,0,0,1,0,1,85,0,148,0,0,0,0,0,0,0,1,2008,0,2464,0,107500
53,1253,20,0,62.0,9858,0,0,0,0,0,0,0,12,0,0,0,2,5,6,1968,1968,0,0,0,0,1,0.0,0,0,0,0,0,0,0,510,0,0,354,0,0,0,0,0,874,1,0,1,0,3,1,0,5,0,0,2,0,1968.0,2,1,288,0,0,0,33,0,0,0,0,0,0,3,1,600,11,2009,0,1738,0,130000
54,390,60,0,96.0,12474,0,0,0,0,0,0,0,8,0,0,0,0,10,5,2007,2008,0,0,2,2,2,272.0,2,0,1,3,0,3,1,1280,0,0,402,0,2,0,0,0,2332,1,0,2,1,3,1,1,9,0,1,5,3,2008.0,1,3,846,0,0,0,196,134,0,0,0,0,0,0,0,0,8,2008,1,4014,1,426000
55,189,90,0,64.0,7018,0,0,0,2,0,0,0,7,3,0,1,3,5,5,1979,1979,0,0,1,4,2,275.0,0,0,0,1,0,3,1,1086,0,0,0,0,0,0,0,0,1224,2,0,0,2,2,2,0,6,0,2,1,1,1979.0,0,2,528,0,0,0,120,0,0,0,0,0,0,0,0,0,6,2009,0,2310,4,153337
56,590,40,1,50.0,9100,0,0,0,0,0,0,0,4,4,1,0,2,5,6,1930,1960,0,0,2,2,1,0.0,0,0,2,0,0,0,2,0,0,0,742,0,0,0,2,156,935,0,0,1,0,2,1,0,4,0,0,2,1,1988.0,0,1,308,0,0,2,0,0,0,0,0,0,0,0,1,600,8,2008,0,1521,0,79500
57,1086,85,0,73.0,9069,0,0,0,0,0,0,0,7,0,0,0,3,6,6,1992,1992,0,0,0,0,1,0.0,0,0,1,1,0,3,1,747,0,0,189,0,2,0,0,0,996,1,0,1,0,2,1,2,5,0,0,2,0,1992.0,0,2,564,0,0,0,120,0,0,0,0,0,0,0,0,0,4,2010,0,1932,0,147000
58,357,20,0,69.45,9248,0,0,1,0,0,0,0,6,0,0,0,2,6,6,1992,1992,0,0,0,0,0,106.0,0,0,1,1,0,0,1,560,0,0,598,0,1,0,0,0,1167,1,0,2,0,3,1,2,6,0,0,2,0,1992.0,2,2,400,0,0,0,120,26,0,0,0,0,0,0,0,0,7,2009,0,2325,0,173000
59,565,60,0,69.45,13346,0,0,1,0,0,1,0,3,0,0,0,0,7,5,1992,2000,0,0,0,0,1,0.0,1,0,1,1,0,0,1,728,0,0,367,0,2,0,0,0,2295,1,0,2,1,4,1,2,9,0,1,1,0,1992.0,2,2,590,0,0,0,0,40,0,0,0,0,0,0,0,0,7,2006,0,3390,0,268000
60,256,60,0,66.0,8738,0,0,1,0,0,0,0,6,0,0,0,0,7,5,1999,1999,0,0,2,2,0,302.0,1,0,1,1,0,0,2,0,0,0,975,0,2,0,0,0,2291,0,0,2,1,4,1,2,8,0,1,1,3,1999.0,1,2,429,0,0,0,192,0,0,0,0,0,0,0,0,0,2,2006,0,3266,0,230000
61,1065,20,0,69.45,11000,0,0,1,0,0,1,0,0,0,0,0,2,5,6,1966,1966,0,0,1,4,0,200.0,0,0,0,0,0,4,0,740,5,230,184,0,2,0,0,0,1154,0,0,1,1,3,1,0,6,0,1,4,0,1966.0,2,2,480,0,0,0,0,58,0,0,0,0,0,1,0,0,11,2009,0,2308,0,154000
62,1237,160,0,36.0,2628,0,0,0,0,0,0,0,8,0,0,4,0,7,5,2003,2003,0,0,2,8,2,106.0,1,0,1,1,0,0,2,0,0,0,764,0,2,0,0,0,1626,0,0,2,1,2,1,2,6,0,0,2,3,2003.0,2,2,474,0,0,0,0,27,0,0,0,0,0,0,0,0,6,2010,0,2390,0,175500
63,897,30,1,50.0,8765,0,1,0,0,0,0,0,14,0,0,0,2,4,6,1936,1950,0,0,4,1,1,0.0,0,0,2,0,0,0,5,285,0,0,666,0,2,1,0,0,951,0,0,1,0,2,1,0,6,0,0,2,1,1936.0,0,1,327,0,0,0,0,28,0,0,0,0,0,0,0,0,4,2006,0,1902,3,106500
64,447,20,0,137.0,16492,0,0,1,0,0,2,0,0,5,0,0,2,6,6,1966,2002,0,0,6,4,1,0.0,1,0,0,0,0,0,5,247,5,713,557,0,2,0,0,0,1888,0,0,2,1,2,1,2,6,5,1,3,0,1966.0,1,2,578,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2010,0,3405,0,190000
65,432,50,1,60.0,5586,0,0,1,2,0,0,0,11,3,0,0,4,6,7,1920,1998,0,0,5,5,1,0.0,0,0,2,0,0,0,2,0,0,0,901,0,1,0,0,0,1198,0,0,1,0,4,1,0,7,0,0,2,4,1920.0,3,0,0,1,0,1,0,98,0,0,0,0,0,1,0,0,9,2008,3,2099,3,79900
66,924,120,0,50.0,8012,0,0,0,0,0,0,0,7,0,0,2,2,6,5,1993,1994,0,0,1,4,1,0.0,1,0,1,1,0,0,6,165,3,841,598,0,2,0,0,0,1617,1,0,2,0,2,1,2,5,0,1,0,0,1993.0,2,2,533,0,0,0,0,69,0,0,0,0,0,0,0,0,7,2008,0,3221,0,193000
67,928,60,0,69.45,9900,0,0,0,0,0,0,0,16,3,0,0,0,7,5,1968,1968,0,0,5,5,0,342.0,0,0,0,0,0,0,0,552,0,0,280,0,1,0,0,0,1978,0,0,2,1,4,1,0,9,0,1,3,0,1968.0,2,2,486,0,0,0,0,43,0,0,0,0,0,2,0,0,4,2008,0,2810,0,176000
68,1171,80,0,76.0,9880,0,0,0,0,0,0,0,12,0,0,0,1,6,6,1977,1977,0,0,1,4,1,0.0,0,0,0,0,0,3,5,522,0,0,574,0,0,0,0,0,1118,1,0,1,0,3,1,0,6,0,1,4,0,1977.0,1,1,358,0,0,0,203,0,0,0,0,576,1,2,0,0,7,2008,0,2214,0,171000
69,1002,30,0,60.0,5400,0,0,0,0,0,2,0,11,0,0,0,2,5,6,1920,1950,0,0,4,1,1,0.0,0,0,2,4,0,0,2,0,0,0,691,0,2,0,2,0,691,0,0,1,0,2,1,1,4,0,0,2,1,1920.0,0,1,216,2,0,1,0,20,94,0,0,0,0,0,0,0,1,2007,0,1382,3,86000
70,111,50,0,75.0,9525,0,0,0,0,0,0,0,5,0,0,0,4,6,4,1954,1972,0,0,4,1,1,0.0,0,0,0,0,3,0,4,444,0,0,550,0,1,0,0,0,1855,0,0,2,0,4,1,0,7,0,0,2,0,1954.0,0,1,325,0,0,0,182,0,0,0,0,0,0,0,0,0,10,2006,0,2849,0,136900
71,812,120,1,69.45,4438,0,0,0,0,0,0,0,1,0,0,2,2,6,5,2004,2004,0,0,2,2,0,169.0,1,0,1,1,0,1,1,662,0,0,186,0,2,0,0,0,848,1,0,1,0,1,1,2,4,0,1,3,0,2004.0,1,2,420,0,0,0,140,0,0,0,0,0,0,0,0,0,6,2008,3,1696,0,144500
72,471,120,0,69.45,6820,0,0,1,0,0,2,0,17,0,0,2,2,8,5,1985,1985,0,0,0,0,1,0.0,1,0,1,1,0,3,1,368,4,1120,0,0,0,0,0,0,1502,1,0,1,1,1,1,2,4,0,0,2,0,1985.0,2,2,528,0,0,0,0,54,0,0,140,0,0,0,0,0,6,2010,0,2990,0,212000
73,125,20,0,48.0,17043,0,0,1,0,0,1,0,16,0,0,0,2,6,5,1979,1998,0,0,0,0,1,0.0,0,1,0,1,3,0,2,0,0,0,1362,0,0,0,0,0,1586,0,0,2,0,3,1,0,7,0,1,1,0,1979.0,0,2,435,0,0,0,192,0,0,0,0,0,0,0,0,0,1,2009,0,2948,0,181000
